English,Ukrainian
So the Hunter sat down upon the bird.,Той і сів.
"Then the eagle bore him nearly as high as the big clouds, and then let him fall. ","Орел його поніс аж у хмару, а потім і пустив його додолу."
"Down plumped the man; but the eagle did not let him fall to the earth, but swiftly flew beneath him and upheld him, and said to him, ""How do your feel now?""","Той чоловік летить додолу, коли це орел не дав йому долетіти до землі, підхопив його та й каже: — А що, як тобі здавалось? "
"""I feel,"" said the man, ""as if I had no life in me.""","А він каже: — Так, наче я вже неживий був. "
"Then the eagle replied, ""That was just how I felt when your didst aim at me the first time.""","Тоді орел йому каже: — Отак саме й мені було, як ти на мене націлявся. "
"Then he said to him, ""Sit on my back again!""",Потім каже: — Сідай знов!
"The man did not want to sit on him, but what could he do? it he must. ","Тому чоловікові й не хотілося сідати на орла — ну, нема що робити, таки сів."
"Then the eagle flew with him quite as high as the big clouds, and shook him off, and down he fell headlong till he was about two fathoms from the ground, when the bird again flew beneath him and held him up. Again the eagle asked him, ""How did your feel?""","Орел знов його як поніс, та аж у саму хмару, а звідтіль скинув його з себе — та підхопив його так, може, як на два сажні від землі, та й питається його: — А що, як тобі здавалось? "
"And the man replied, ""I feel just as if all my bones were already broken to bits!""","Він йому каже: — Так зовсім, наче вже кістки мої розсипались."
"That is just how I felt when your didst take aim at me the second time,"" replied the eagle.","Тоді орел йому каже: — Так само й мені було, як ти вдруге націлявсь. "
"""But now sit on my back once me the second time,"" replied the eagle.","Ну, ще сідай."
The man did so.,Той сів.
"The eagle flew with him as high as the small fleecy clouds, and then he shook him off, and down he fell headlong; but when he was but a hand's-breadth from the earth, the eagle again flew beneath him and held him up, and said to him, ""How did your feel now?"" ","Орел як понесе його аж за хмару, та звідтіль і пустив його додолу, та підхопив уже аж коло самої землі, та тоді питається його: — Як тобі здавалось, як ти летів на землю? "
"And he replied, ""I feel as if I no longer belonged to this world!""","Він йому каже: — Так, наче мене зовсім не було вже на світі."
"""That is just how I felt when your didst aim at me the third time,"" replied the eagle.","Тоді орел йому каже: — Отак же й мені було, як ти втретє націлявсь."
"""But now,"" continued the bird, ""your are guilty no more. We are quits. ","А потім каже: — Ну, тепер уже ніхто нікому не винний: ні ти мені, ні я тобі. "
"So sit on my back again, and I'll take you to my master.""","А тепер сідай на мене, та полетимо до моєї господи."
"They flew on and on, they flew till they came to the eagle's uncle.","Ото летять та й летять, прилітають до його дядька. "
"And the eagle said to the Hunter, ""Go to my house, and when they ask you, 'Have you seen our nephew?' reply, 'Give me the magic egg, and I'll bring him before your eyes!""","А він йому каже:— Іди ж у хату, та як будуть питатися тебе: чи не бачив нашого небожа, то ти скажеш: як дасте яйце-райце, то й на вічі приведу."
"So he went to the house, and there they said to him, ""Have your heard of our nephew with your ears, or seen him with your eyes, and have your come here willingly or unwillingly?""","Він приходить у хату, коли це йому кажуть: — Чи по волі, чи по неволі?"
"And he responded: ""A good cossack always walks free"".",А він їм каже: — Добрий козак усе по волі ходить. 
"Then they asked, ""Have you heard about our nephew? ",Вони його питаються: — Чи не чув ти там за нашого небожа?
"For it is three years now since he went to the wars, and there's neither sight nor sound of him more!""-""","Бо вже третє літо, як пішов на війну,— та ні чутки, ні звістки."
"And he answered: ""Give me the magic egg, and I'll bring him straightway before your eyes!""","А він їм каже: — Як дасте яйце-райце, то й на вічі приведу. "
"Then they replied, ""It's better we never saw him than that we should give you the magic egg!""","Вони йому кажуть: — Лучче нам його ніколи не бачити, як віддати тобі яйце-райце."
"Then he went back to the eagle and said to him, ""They said, ""It's better we never saw him than that we should give you the magic egg!""","Тоді він виходить із хати та й каже орлові: — Казали так: лучче нам його ніколи не бачити, як тобі віддати яйце-райце."
"Then the eagle answered, ""Let us fly on farther!""",Орел йому каже: — Летімо далі!
"They flew on and on till they came to the eagle's brother, and the Hunter said just the same to him as he had said to the eagle's uncle, and still he didn't get the egg. ","Летять та й летять, та й прилітають до орлова брата, та й тут чоловік те саме говорив, що в його дядька,— таки й тут не получив яйце-райце."
"Then they flew to the eagle's father, and the eagle said to him, ""Go up to the hut, and if they ask for me, say that your have seen me and will bring me before their eyes.""","Прилітають до його батька, а орел йому каже: — Іди в хату, та як будуть питатися за мене, то скажеш, що бачив й на вічі приведу."
"So he went up to the hut, and they said to him, ""Have your come here willingly or unwillingly?""","Увіходить чоловік у хату, а вони йому кажуть: — Чи по волі, чи по неволі? "
"And he responded: ""A good cossack always walks free"".",Він їм: — Добрий козак усе по волі ходить. 
"So they asked him, ""Have your seen our son?""",Вони його стали питатися: — Чи не бачив нашого сина?
"Lo, these four years we have not had news of him. He went off to the wars, and perchance he has been slain there.""","Бо вже як немає — четверте літо: десь пішов на війну, та, мабуть, убили його там."
"And he answered them, ""I have seen him, and if you will give me the magic egg, I will bring him before your eyes.""","А він їм каже: — Я бачив, але як дасте яйце-райце, то я й на очі приведу."
"And the eagle's father said to him, ""What good will such a thing do you? We had better give you the lucky penny!""",Батько орлів каже йому: — Нащо ж воно тобі? 
"But he answered, ""I don't want the lucky penny, give me the magic egg!""","Він каже: — Я не хочу грошей, мені дайте яйце-райце!"
"""Come here then,"" said he, ""and your shall have it."" ","— Піди ж приводь, зараз тобі дамо!"
So he went into the hut.,Він уводить орла в хату.
"Then the eagle's parents rejoiced and gave him the egg, and said to him, ""Take this magic egg, but don't break it anywhere on the road, your did not break it anywhere on the road, and when your get home, hedge it round and build a strong fence about it, and then you can break it.""","Тоді його батьки так зраділи, що дали яйце-райце і сказали: — Тільки не розбивай ніде на дорозі, а як прийдеш додому, то погороди загороди великі, а тоді його і розіб'єш."
So he went homeward. He went on and on till a great thirst came upon him.,"Він іде та йде, та так схотілось пити йому..."
So he stopped at the first spring he came to.,Коли це найшов криничку.
"As he stopped to drink, he stumbled and the magic egg was broken.","Тільки що став пити воду, та якось об цебрину й розбив те яйце-райце."
There started kettle pouring out of the egg!,Як узяв скот вернути з того яйця!..
More and more are coming.,Верне та верне.
"He started chasing kettle, but whenever he was getting close to one side of it, the other side of it got farther away from him.","Гониться він за тим скотом, то що з того боку піджене, на другий розійдеться..."
"Then the poor fellow cried, ""I shall do nothing with it myself, I see.""",Кричить бідолаха — нічого сам не зробить!
"At that moment an old she-dragon came up to him and said, ""What will your give me, O man, if I chase this ox back again into the egg for you?""-","Коли це іде до нього змія й каже йому: — Що ти мені даси, чоловіче, як я тобі скот цей вжену в те яйце?"
"The Hunter replied: ""What can I give you?""",А він їй каже: — А що тобі дати? 
"She replied: ""What your hast at home wiyourt thy will and wit!""","Вона йому каже: — Даси те, що без тебе стало дома? "
"""Done!"" said the Hunter.",А він каже: — Дам!
"Then the snake chased the kettle nicely into the egg again, patched it up prettily and gave it into the man's hand. ","Ото вона йому гарненько загнала той скот у яйце, заліпила славно яйце і дала йому в руки."
"Then the Hunter went home, and when he got home he found a son had been born there. and his son said to him, ","Він приходить додому, аж там без нього син народився."
"He slapped his hands and said: ""It's me who gave you away to the snake!""","Ударив він об поли руками: — Це ж я тебе, сину, віддав змії!"
"""There is nothing to be done, and grieving about it won't help!""","Ну, ото журяться вони з жінкою, а далі кажуть: — Нема що робити, журбою не поможеш! "
They had to live somehow.,Якось треба жити.
"So they built a fence around the egg and then broke the egg and let the cows out of it, and so large was the herd that they prospered and grew rich.","Погородив він загороди великі, розбив те яйце, випустив скот і забагатів."
"The years went by, and before they knew it their son was a grown man.","Живуть вони, аж поки син підріс."
"""You told the Snake that you would give me to her, Father, so you must keep your word! "" said he.","От син і каже.— Це ви мене, тату, віддали змії. "
"""Ok then, it will get better somehow.""","Ну, дарма, якось буде! От він зараз і пішов до змії."
And off he went to see the Snake.,От він зараз і пішов до змії.
"So he came to the Snake, and it said: ""I will give you three tasks to do,"" the Snake said. ""If you do them you can go home; if you don't, I will eat you up!""","Приходить до неї, а вона йому каже: — Зроби мені троє діл та й підеш собі додому, а як не зробиш, то я тебе з'їм!"
"Now, the Snake's house was surrounded by a huge, forest-grown plot of land that stretched as far as the eye could see.",А коло її хати був великий луг — скільки оком зглянути!
"""See that plot?"" the Snake asked. ""Well, you must clear it of trees, plough it and plant it with wheat, reap the wheat and gather it into stacks all within one night. And you must bake some bread out of the selfsame wheat and place it on the table for me to eat when I get up in the morning.""","Так вона йому каже:— Щоб ти за одну ніч отой луг викорчував, і щоб там ізорав, і пшениці насіяв, ізжав її, в скирти поклав і щоб в ту ніч з тієї самої пшениці мені паляницю спік: поки я встану, щоб вона на столі лежала."
Away went the Hunter's son with hanging head and he came to a pond.,Він іде до ставка та й зажуривсь.
"Now, close beside it rose a stone pillar, and in the enchanted pillar, the Snake's daughter was held captive.","А там близько був мурований стовп, і в тім стовпі була зміїна дочка замурована."
The Hunter's Son stood by the pillar and wept.,Він приходить сюди та й плаче.
The Maid heard him and asked why he was weeping.,А дочка його питається: — Чого ти плачеш? 
"""How can I help it when the Snake has bidden me to do what I can never do in the space of one night!"" said he.","А він каже: — Як же мені не плакати, коли змія загадала таке, що я ніколи його не зроблю, а вона сказала, щоб за одну ніч зробив."
"""And what is that?""",Вона його питалась: — А що ж там?
The Hunter's Son told her everything.,Він їй і розказав.
"And the Maid said: ""Marry me, and I will do all she has asked of you.""","Вона йому каже: — Як візьмеш мене за жінку, то я тобі все зроблю так, як змія казала."
"""Very well.""",Він каже: — Добре!
"So she told him: ""Well, then, go to bed now, for you must be up early tomorrow to take the bread to her.""","Вона йому каже: — Лягай же тепер спати, а завтра рано щоб устав та понесеш змії паляницю."
"The Hunter's Son went to bed, and' the Maid went to the forest and whistled, and lo! — the trees began creaking and groaning, and the land was cleared of them at one end at the same time as it was sown with wheat at the other. Morning had not yet dawned when the bread was baked.","От пішла дочка змії до того лугу та як свисне: той луг тріщить, лущить — на тім місці ореться, пшениця сіється...— до світу спекла паляницю, дала йому."
"The Hunter's Son took it from the Maid, carried it to the Snake's hut and placed it on the table.",Він приніс до змії в хату і поклав на столі.
"The Snake woke, she came out into the yard, and instead of the forest there was a field around it with nothing but stubble and stacks of wheat on it.","Змія прокинулася, вийшла в двір та й дивиться на той луг, тільки сама стерня та скирти стоять."
"""You've done what I told you to do, I see,"" said she to the Hunter's Son.","Тоді йому каже: — Ну, справивсь!"
"""And now here is your second task.""","Гляди ж, щоб і вдруге діло зробив!"
"First dig a great passage under that mountain yonder and send the Dnipro flowing through it, and then put up some storehouses on the  bank and fill them with wheat. The boats will come sailing up bringing merchants to trade with you, and you will sell them all of it. ","Та зараз йому й загадала:— Щоб ти оту гору розкопав, і щоб туди Дніпро йшов, а коло того Дніпра побудуй комори: щоб байдаки туди приставали, й щоб ти ту пшеницю продав на байдаки."
"And this must be done by the time I am up in the morning!""","Як устану рано, то щоб це все було готове!"
"Off went the Hunter's Son to the stone pillar, and he wept and cried.",Він ізнов іде до того стовпа та й плаче. 
"""Why do you weep?"" the Maid asked him.",Та дівка його питається:— Чого ти плачеш?
He told her about the task the Snake had set him.,"Він їй розказав те все, що йому змія загадала."
"And she said: ""Go to bed, and I will do everything.""","Так вона йому каже: — Лягай спати, я це все пороблю."
"She gave a whistle, and in no time at all a passage was dug under the mountain, the Dnipro was sent flowing through it, and storehouses were built on the Dnipro shore. ","А сама як свисне, то та гора розкопується, Дніпро туди йде, коло нього комори будуються..."
And morning had not yet dawned when she came to wake the Hunter's Son and tell him that the merchants were waiting and he had to make haste and load the boats.,"Тільки прийшла та збудила його, щоб він пшеницю видав купцям на байдаки з тих комор. "
The Snake rose and was much surprised to see that everything was done as she had bade.,"Змія встає та й дивиться, що все так ізроблено, як вона йому загадала."
"""And now here is your third task,"" said she to the Hunter's Son. ""As soon as night comes you must catch a golden rabbit and bring it to me before morning.""",Тоді загадує йому втретє: — Щоб ти цю ніч уловив золотого зайця і раненько щоб приніс мені в хату.
Off went the Hunter's son and he wept and cried.,Він ізнов іде до того стовпа та й плаче.
"He came to the stone pillar, and the Maid asked him what the third task was that the Snake had set him.",Та дівка питається його: — Що вона загадала? 
"He said that it was no joke anymore, who may even know how to find that golden rabbit!","Він каже:— Оце вже не жарти: хто його знає, як того золотого зайця зловити."
"And the Maid told him: ""But let us go to that rock yonder.""",Вона каже йому: — Одначе ходім до тієї скелі. 
"I will drive the rabbit out of his burrow, and you must try to catch him. And mind that you seize whoever it is that comes out of the burrow, for it can only be he!""","Стань над норою, ти будеш ловити, а я буду гонити з нори, і гляди ж: що тільки буде виходити з нори — бери його: то золотий заєць!"
"She climbed down into the burrow and began trying to drive out the rabbit, and the Hunter's Son stood there and waited.",Ото вона пішла та й жене.
"All of a sudden who should come crawling out of the burrow, hissing as it crawled, but an adder.",Коли це вилазить з нори гадюка та й сичить.
The Hunter's Son let it crawl away without trying to stop it.,Він її і пустив.
"Soon after that the Maid climbed out of the burrow and came back to him. ""Didn't anyone come out before me?"" she asked.","Дівчина виходить із нори та й питається його: — А що, нічого не вилазило? "
"""An adder did, but I was afraid it might bite and let it go!""","А він каже: — Ба, ні: лізла гадюка, а я побоявся її, щоб не вкусила, та й пустив."
"She answered: ""What a fool you are!""",А вона йому каже: — А щоб тебе!
"""That was the golden rabbit in the adder's guise!""",Ото і є заєць!
"Well, I'm going back again now, and if anyone comes out of the burrow and tells you that there is no golden rabbit there, don't you believe him but seize and hold him fast!""","Ну, гляди ж, я ще раз піду; та як буде хто виходити й казатиме, що тут немає золотого зайця, то ти не вір, а хапай його!"
She climbed down into the burrow again and began driving out the rabbit.,Полізла та й жене.
"And lo! — who should come out of it but a wrinkled old woman and asked the Hunter's Son: ""What are you looking for, my son?"" ","Коли виходить така стара баба та й питається того парубка: — Чого ти, сину, тут шукаєш?"
"""The golden rabbit, Grandma.""",він їй каже: — Золотого зайця.
"""What a one to look for! There's no golden rabbit there.""",Вона йому каже: — Де тут він узявся: тут його нема!
The old woman went away.,Сказала це та й пішла від нього.
"The Maid climbed out of the burrow and came back to the Hunter's Son. ""What, no rabbit? Didn't anyone come out of the burrow?"" she asked.","Коли це виходить та дівка та й питається його: — А що, нема зайця?"
"Didn't anyone come out of the burrow?"" she asked.",І ніщо з нори не виходило? Він каже:
"""No one but a very old woman who asked me what I was looking for. When I told her what it was, she said there was no golden rabbit there, and I let her go.""","Він каже: — Ба, ні: виходила баба стара та спиталась мене, чого я тут шукаю, а я сказав, що золотого зайця. "
"When I told her what it was, she said there was no golden rabbit there, and I let her go.""","А вона каже: тут його немає, то я її й пустив."
"""You shouldn't have, for it was the golden rabbit in the guise of an old woman. ",Тоді вона каже: — Чом ти не держав: ото ж заєць! 
"You won't be able to find him anywhere now, so I am going to turn into a rabbit myself, and you must take me to the Snake and place me on a chair in front of her. But mind you don't let her touch me, for if you do she will know me for what I am and will kill both you and me.""","Ну, тепер більше ніде його не піймаєш, хіба я перекинуся зайцем, а ти мене принесеш і покладеш на стільці, тільки не віддавай змії у руки, бо як віддаси, то вона пізнає та розірве і тебе і мене."
"She turned into a golden rabbit, and the Hunter's Son took it to the Snake and placed it on a chair in front of her. ""Here is your golden rabbit,"" he said. ""And now I think I will be leaving you.""","От вона так і зробила: перекинулась золотим зайцем, він узяв приніс того зайця, поклав його на стільці та й каже змії: — Нате ж вам зайця, а я піду вже від вас."
"""Go ahead!"" said the Snake.","Вона каже: — Добре, йди! "
Away went the Hunter's Son.,Bін пішов.
"As soon as the Snake left the house the Maid took her own shape again. She rushed outside and joined the Hunter's Son, and on they ran together as fast as they could!","А змія тільки з хати, а заєць знову перекинувся дівчиною та за парубком. Почали вони вдвох утікати."
"The Snake returned, and, seeing that she had been tricked, sent her husband after them.","Коли це змія побачила, що то не заєць був, а її дочка,— давай доганяти, щоб її розірвати. Та сама не побігла змія, а послала свого чоловіка."
"The Maid and the Hunter's Son felt the earth quaking and rumbling beneath them, and the Maid said: They are coming after us!",Тоді дівка каже: — Оце вже за нами біжить! 
"I am going to turn myself into a field of wheat and you into an old watchman,","Я перекинусь пшеницею, а ти дідом, та будеш стерегти мене."
"When they ask you if you saw a man and a maid passing by here you must say that you did, but that it was when the wheat was being planted.""","Та як буде питаться тебе, чи не бачив парубка й дівки, чи не йшли сюди, то ти скажеш, що тоді, як ця пшениця сіялась."
"The He-Snake was not long in coming, and he went straight up to the old watchman. ""Did you see a man and a maid passing by here?"" he asked.",Коли це змій летить та й питається того діда: — Чи не бачив тут — не йшли парубок з дівкою?
"""I did,"" the watchman replied.","A він каже: — Ба, йшли. "
"""When was that?""",Той питається: — Давно ж вони йшли?
"""When the wheat was being planted.""","Дід: — Тоді, як оця пшениця сіялась."
"""The wheat is ready to be reaped, and they only ran away yesterday.""","Змій каже: — Цю пшеницю вже пора косить, а їх учора не стало."
And with that he turned back.,Та й вернувся назад.
And the Maid and the Hunter's Son regained their true form and ran on again.,"Зміїна дочка зробилась ізнов людиною, а той дід парубком, та давай утікати."
"Some time passed, and the He-Snake came home.",Та й вернувся назад. 
"""You haven't caught them, I see!"" said the Snake. ""Didn't you meet anyone on the way?""","Прилітає змій додому. Змія його питається: — А що, не догнав?"
"""No one but an old man who was keeping watch over a wheat field. I asked him if he had seen a man and a maid passing by there and he told me he had, but that it was when the wheat was being planted. So I turned back because I saw that the wheat was ready to be reaped.""","Зустрічав: дід стеріг пшеницю, а я його питавсь: чи не бачив, тут не йшли парубок із дівчиною? А він каже: ішли тоді, як оця пшениця сіялась, але ж та пшениця така, що пора косити,— так я і вернувсь."
"""You should have killed the watchman and trampled the wheat field underfoot, for it was the Maid and the Hunter's Son in their shape. Go after them again and kill them this time!""","Тоді змія йому каже: — Чом ти того діда й ту пшеницю не розірвав? То вони самі! Біжи вдруге за ними, та щоб доконче розірвав!"
"The He-Snake flew after the runaways, and the Maid felt the earth quaking and rumbling beneath them and said:","Летить змій. Коли ті чують, що летить ізнов, аж земля реве, так дівка каже: — Ей, летить ізнов! "
"""He is after us again and getting close! I am going to turn myself into an old, broken-down monastery and you into a monk, and when the He-Snake asks you if you saw a man and a maid passing by you must tell him you did but that it was when the monastery was being built.""'","Зроблюся я монастирем, таким старим, от-от розвалиться, а ти — ченцем; та як буде він тебе питатися, чи не бачив таких-то — скажеш: «Бачив тоді, як оцей монастир будувався»."
"The He-Snake came flying up, and, seeing a monk before him, flew straight up to him. ""Did you see a man and a maid passing by here?"" he asked.",Коли це летить змій та й питає того ченця: — Чи не бачив — не йшли тут парубок і дівка? 
"""I did, but it was when the monastery was being built,"" the monk replied.","А він каже: — Я бачив тоді, як оцей монастир роблено."
"""That must have been at least a hundred years ago, and they ran away only yesterday!""","А змій каже йому: — Їх учора не стало, а цей монастир уже годів сто, як роблено."
And with that the He-Snake turned back and went home., Сказав це та й вернувся назад.
"""I saw a monastery and an old monk beside it, and I asked him about the runaways,"" said he to his wife, ""and when he said he saw them when the monastery was being built, I knew they weren't the ones we were after, for the monastery was at least a hundred years old.""","Приходить додому та й розказує змії: — Бачив одного ченця, коло монастиря ходив; як я його питався, то він сказав, що бігли тоді, як оцей монастир роблено, але тому монастиреві уже років сто, а їх учора не стало."
"“You should have killed the monk and torn down the monastery, for it was the Hunter's Son and the Maid in their shape,"" said the She-Snake. ","Тоді вона йому каже: — Чому ти не роздер того ченця і монастиря не розвалив, то ж вони! "
"""I'll go after them myself now!""",Тепер я сама побіжу!
"She was off in a flash, and so fast did she run that the earth quaked and rumbled beneath her, and when the Maid passed her hand over the ground it felt hot to her touch.",Побігла. Ото біжить...Коли ті чують — аж земля реве і гаряча.
"""We are lost, for it is the She-Snake herself who is after us this time!"" she cried. ""I am going to turn you into a stream and myself into a perch.""","Дівчина тоді каже йому: — Ей, отепер ми пропащі: уже сама біжить!"
"This she did, and when the She-Snake came flying up and saw the stream she turned herself into a pike and went after the perch."," Ну, я тебе зроблю річкою, а сама зроблюсь рибою-окунем."
"This she did, and when the She-Snake came flying up and saw the stream she turned herself into a pike and went after the perch. But every time she tried to seize it, the perch would turn its spiky fins toward her and force her to move away. So then she gave up chasing it and decided to drink up all of the water in the stream. She drank and she drank till at last she was so full of water that her belly burst and she dropped dead.","Прибігла змія та й каже до тієї річки: — А що, втекли? Перекинулась зараз щукою, давай гонитися за тією рибою: що хоче вхопити, то окунь повернеться своїм пір'ям гострим до неї, то вона не візьме його. Гонилась, гонилась — так-таки не вловила та надумала всю воду з річки випити. Стала пити: пила-пила, напилась багато та й лопнула."
"The Maid and the Hunter's Son got back their proper shape, and the Maid said: ""Now we have no one to fear! Let us go to your house, and when you meet your people you must kiss and embrace them all save only your uncle's child, for if you kiss it you will forget me.""","Ото тоді та дівка, що була рибою, каже тому парубкові, що був річкою: — Тепер ми вже не біймось! Ходімо до твоєї господи; то ти підеш у хату, та гляди: усіх поцілуєш, тільки дядькової дитини не цілуй, бо як поцілуєш ту дитину, то забудеш за мене. А я пока наймусь у цім селі в кого-небудь."
"And the Hunter's Son went to his own house and kissed and embraced all who were there save his uncle's child. But then, thinking that this might displease his family, he kissed it too, and at once forgot all about the Maid.","Ото він прийшов у хату, з усіма поздоровкався та й думає собі: «Як же мені не поздоровкаться з дядьковою дитиною? Таж вони подумають щось погане про мене». Поцілував і дитину дядькову. Як поцілував, так і забув за ту дівку."
Half a year or so passed and he decided to marry. ,Ото побув півроку та задумав жениться. 
"A pretty maid was found for him, and he wooed and won her and never remembered the Maid who had saved him from the Snake's clutches.","Йому нарадили одну гарну дівку, щоб він її брав; він за ту й забув, що його врятувала від змії, з іншою заручився."
"On the eve of the wedding all the young girls of the village, the Maid among them, were invited to the groom's house to bake buns.","От перед весіллям, увечері, кличуть на шишки молодиць."
"They set to work, and the Maid made two buns in the shape of doves.","Прикликали і ту дівку, що він з нею втікав,— хоч її й ніхто не знав, що воно за дівка."
"She placed them on the floor, and they came to life and cooed softly."," Стали бгати шишки; та дівка зліпила з тіста голуба й голубку та й пустила додолу, а вони стали живі. Голубка й почала говорити до голуба:"
"""Do you not remember that I uprooted a whole forest and planted wheat there and made bread out of it for you to take to the Snake?"" one of the doves asked.","— А ти забувсь, як я за тебе луг викорчовувала й там пшеницю сіяла, а з тієї пшениці паляницю спекла, щоб ти до змії відніс?"
"And its mate replied: ""No, I remember none of it!""","А голуб каже: — Забув, забув!"
"""Do you not remember that I dug a passage under a mountain and sent the Dnipro flowing through it so that the merchants might come sailing up in their boats and trade with you?"" the first dove asked.","Потім знов голубка каже: — А ти забувсь, як я за тебе гору розкопувала і туди Дніпро пустила, щоб байдаки ходили до комор і щоб пшеницю ти продавав на байдаки?"
"And its mate replied: ""No, I remember none of it!""","А він каже: — Забув, забув!"
"""Do you not remember how we hunted the golden rabbit together?"" the first dove asked again.","Потім знов голубка каже: — А ти забув, як ми ходили вдвох за золотим зайцем? Ти й мене забув?"
"And its mate replied: ""No, I remember none of it!""","А голуб каже: — Забув, забув!"
It was then that the Hunter's Son recalled all that had been. He broke his promise to his bride and married his true love instead.,"Тоді парубок згадав за ту дівку,— за цю-таки саму, що голуби поробила, та ту покинув, а з цією оженився. І тепер живе добре."
And they lived happily ever after.,І тепер живе добре.
Tsar lark,цар-жайворонок
The magic egg,яйце-райце
"Raitse, The paradise Egg",яйце-райце
"A good cossack always walk free.
",Добрий козак усе по волі ходить.
